name,desc,rating,made-it,reviews,photos,time,servings,cals,id
Fruit Foldovers,"""Festive, like a Pina Colada in a cookie.   Very few of these ever make it to the holiday tray, they are devoured first!""","{'value': '3.50', 'count': '2'}",3,2,0,[],48,85,6059
Jewish Apple Cake from Bubba's Recipe Box,"""There are very few Jewish Apple Cake recipes on Allrecipes, so after writing a review for the best one I could find and adding my own tips, I found that 111 people used them. So here is my version of the best Jewish Apple Cake out there (it was handed down to me by my grandmother). I've been making this cake for 37 years now. It is a foolproof recipe and a sure crowd-pleaser.""","{'value': '4.65', 'count': '63'}",160,63,35,"['PT30M', 'PT1H30M', 'PT3H']",12,528,6060
Apple and Pumpkin Dessert,"""I combined my love of apples and pumpkin to create this absolutely delicious dessert or snack I can easily make in my dorm.  I'm convinced it's better than pie!""","{'value': '3.72', 'count': '16'}",26,16,2,"['PT5M', 'PT4M', 'PT9M']",1,88,6061
Lemon Loaf Cake,"""I made this cake purely as an experiment. Wow did it come through! I had been craving a lemon-flavored something for a while and this completely satisfied it. It's sweet, yet retains that delicious tart lemon zing and flavor. My dad loved it.""","{'value': '3.57', 'count': '18'}",29,18,5,"['PT20M', 'PT30M', 'PT1H50M']",10,338,6062
Easter Lamb Cake,"""Lamb cake, for Easter or someone special.  My Grandmother used to bake this special cake just for me for my birthday each year, since my birthday usually falls close to Easter each year.  This tradition started on my first birthday, now the tradition has continued onto my daughter's birthdays.""","{'value': '4.00', 'count': '12'}",14,12,15,"['PT45M', 'PT35M', 'PT1H20M']",10,512,6063
Sankaya (Thai Pandan Pudding),"""Sankaya! My mother taught me how to make this very simple Thai breakfast/dessert.  This snack is often found on street vendor carts on the streets of Thailand (though I've grown accustomed to my mom's flavor over the years).  Serve with a nice soft loaf of bread (steamed French bread is best) and dip in this sweet and savory custard pudding.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT10M', 'PT10M', 'PT25M']",4,228,6064
Chef John's Classic Rice Pudding,"""For whatever reason, rice pudding is usually not near the top when people list their favorite desserts, but despite that, it's a proven crowd-pleaser, and quite easy to make, especially using this simplified, one-pot method.""","{'value': '4.74', 'count': '61'}",217,61,18,"['PT5M', 'PT30M', 'PT3H35M']",4,235,6065
Mocha Decadence,"""A real chocolate lover's delight. Ground pecans can be used in place of the walnuts. Decorate with coffee beans or candy, if desired.""","{'value': '4.42', 'count': '12'}",14,12,1,[],14,289,6066
Chocolate Chess Pie I,"""This is a very easy pie to make, and it tastes wonderful!""","{'value': '4.55', 'count': '54'}",83,54,14,[],8,362,6067
Cheesecake Topped Brownies,"""This recipe came about purely by luck. A few years back, I had to make a last minute dessert for a party. I had wanted to make cheesecake but I did not have graham cracker crumbs. I did have a package of brownie mix and frosting. They were a hit at the party and I have made them ever since.""","{'value': '4.50', 'count': '337'}",365,337,22,"['PT20M', 'PT45M', 'PT1H5M']",40,170,6068
Daiquiri Chiffon Cheesecake with Pretzel Crust,"""Try this delicious pretzel crust cheesecake!  You'll be glad you did!""","{'value': '3.40', 'count': '4'}",4,4,1,"['PT30M', 'PT10M', 'PT8H30M']",16,198,6069
Chocolate Mayo Cake,"""My mom made this cake while living in the Depression.  It is so good, I hope this fills your needs and your memories.""","{'value': '4.27', 'count': '135'}",233,135,18,[],24,208,6070
Chef John's Gingersnap Cookies,"""The amazing spicy-sweet flavor and irresistible texture of these cookies will please even a non-cookie eater like me. You can adjust the spices to suit your tastes but remember, they're called 'snaps' for reasons other than texture!""","{'value': '4.89', 'count': '49'}",144,49,14,[],20,177,6071
Blueberry 'S' Pie,"""Given to me by a friend many years ago. One quart of sweetened fresh blueberries can be used in place of canned blueberries.""","{'value': '4.65', 'count': '81'}",119,81,24,"['PT20M', 'PT45M', 'PT1H5M']",8,469,6072
Chocolate Mint Brownies,"""Moist brownies are topped with a layer of mint creme and a rich chocolate glaze for a tempting treat any time of year.""","{'value': '4.40', 'count': '67'}",97,67,4,[],12,598,6073
Hawaiian Pineapple Upside Down Cake,"""On my way to a Hawaiian-themed party, all I could think of was Pineapple Upside Down Cake. The recipes did not seem Hawaiian enough. The additions of coconut, banana and macadamia nuts brought the tropics to the recipe. I can't tell you how many people raved at the party. The whole cake is gone.""","{'value': '4.86', 'count': '25'}",62,25,14,"['PT20M', 'PT45M', 'PT2H5M']",12,506,6074
Peanut Butter Bars II,"""Bars made with miniature peanut butter cups topped with chocolate.""","{'value': '4.67', 'count': '26'}",40,26,6,[],12,693,6075
Best Cherry Pie,"""Good ol' cherry pie...""","{'value': '4.41', 'count': '122'}",197,122,33,[],8,401,6076
Classic Pecan Pie,"""This classic pie combines eggs, corn syrup, vanilla, lots of pecans, and is baked to a burnished golden brown.""","{'value': '4.76', 'count': '91'}",350,91,59,"['PT5M', 'PT1H10M', 'PT3H15M']",8,514,6077
Pumpkin Parfait,"""This easy parfait would be welcome on any holiday menu. Preparation time is 15 minutes. This recipe is from The WEBB Cooks, articles and recipes by Robyn Webb, courtesy of the American Diabetes Association.""","{'value': '4.44', 'count': '79'}",95,79,9,[],6,72,6078
Vegan Pumpkin Pie Blondies,"""Excellent pumpkin pie flavor is packed in these little blondies and they always get rave reviews! And they're vegan!""","{'value': '4.35', 'count': '38'}",109,38,10,"['PT10M', 'PT20M', 'PT30M']",36,61,6079
Bonquet,"""Can also be spelled 'bonket' or 'banket.' An old Dutch recipe that my Great Grandma shared with me. A very flaky crust, like phyllo dough, and an almond paste center.""","{'value': '5.00', 'count': '0'}",1,0,0,"['PT20M', 'PT25M', 'PT8H45M']",16,257,6080
Swedish Oatmeal Lace,"""Crisp, buttery lace rolls.""","{'value': '4.48', 'count': '22'}",25,22,7,[],15,107,6081
Anise Walnut Biscotti,"""This recipe was given to me by my Grandmother Nancy (Saccuzzo). She was a great little Italian Nana. She taught me how to cook and was an inspiration in my life. Enjoy with your favorite red wine or coffee.""","{'value': '4.79', 'count': '17'}",30,17,4,"['PT20M', 'PT25M', 'PT1H10M']",60,145,6082
Old English Cream Pie Filling,"""Makes excellent banana, coconut, or chocolate cream pie. This was given to me by a friend many years ago. For banana slice a layer of bananas in pie pan then fill half full with filling add more bananas then rest of filling. For chocolate, add 2 squares semi-sweet chocolate to hot milk and an additional 1/2 cup sugar. Good just to eat as pudding.""","{'value': '4.65', 'count': '45'}",83,45,10,"['PT10M', 'PT20M', 'PT30M']",16,236,6083
Bunuelos,"""Mexican fried cookies.""","{'value': '3.07', 'count': '21'}",56,21,4,[],8,301,6084
Fruity Bundt Cake,"""This cake is so moist and delicious!  It has served as a birthday cake as each of our four children turned one. The pecans and coconut may be omitted if preferred.""","{'value': '4.58', 'count': '32'}",43,32,7,"['PT30M', 'PT1H30M', 'PT2H']",12,624,6085
Strawberry Cheesecake Baklava,"""Two of my favorite things in the world are strawberry cheesecake and baklava, so I found a way to combine them! Since Valentine's Day is right around the corner, I figured this would be a great recipe to share with the world! I garnished with blueberries, because I used all my strawberries in the recipe!""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT15M', 'PT1H', 'PT1H15M']",12,384,6086
Banana Cream Pie V,"""Delicious vanilla pudding is made from scratch on the stove top, then layered in a deep dish pie shell with banana slices. The pie is then covered with meringue and toasted in the oven.""","{'value': '4.27', 'count': '92'}",170,92,43,"['PT30M', 'PT30M', 'PT1H']",8,366,6087
Peanut Butter Balls VII,"""A very easy and delicious recipe. Don't tell the kids that it's good for them!""","{'value': '4.00', 'count': '14'}",15,14,1,[],6,533,6088
Pink Pie,"""This is a light pie made with strawberry flavored gelatin and whipped evaporated milk.""","{'value': '3.60', 'count': '14'}",16,14,1,"['PT10M', 'PT10M']",8,330,6089
Carrot Halwa,"""This is one of my favorite recipes. Easy to cook, tasty to have. Hope you guys enjoy my recipe.""","{'value': '2.50', 'count': '1'}",1,1,1,"['PT15M', 'PT30M', 'PT45M']",12,284,6090
Sweet Potato Cake with Maple-Bourbon Pecans,"""If you love sweet potato, try this cake recipe enriched with a little bourbon and sweetened with maple syrup, plus the crunch of pecans.""","{'value': '5.00', 'count': '0'}",8,0,1,"['PT25M', 'PT1H5M', 'PT1H50M']",10,884,6091
Honey Crunch Pecan Pie,"""This is the winner of First Place in the Nut Category, as well as winner of the Best of Show award for the American Pie Council's 2000 National Pie Championship.""","{'value': '4.67', 'count': '228'}",392,228,24,"['PT30M', 'PT1H', 'PT2H50M']",8,848,6092
Peanut Butter Cookies VII,"""These cookies are great; they are extremely moist and peanut buttery.""","{'value': '4.14', 'count': '101'}",194,101,20,"['PT10M', 'PT10M', 'PT20M']",24,134,6093
Moist Red Velvet Cupcakes,"""Little versions of classic red velvet cake! Frost with cream cheese frosting or white frosting.""","{'value': '4.18', 'count': '343'}",717,343,118,"['PT30M', 'PT20M', 'PT50M']",20,160,6094
Traditional Cranberry Apple Crisp,"""We love to have this at Christmastime as a special treat; a family friend shared it with my mother years ago. Serve alone or with vanilla ice cream.""","{'value': '4.00', 'count': '9'}",18,9,1,"['PT20M', 'PT55M', 'PT1H15M']",6,741,6095
Holiday Butter Cookies,"""These are excellent butter cookies that will hold your holiday stamp well and not change size when baking. Its our family secret to you!""","{'value': '4.00', 'count': '22'}",49,22,3,[],36,90,6096
Divine Macaroons,"""These scrumptious coconut macaroons are very simple to make and only use four ingredients. They are golden and just a little crispy on the outside, soft and chewy inside. Almond extract really brings out the flavor of the coconut. So divine and so easy! I often double this recipe around holiday time because I can't seem to make them fast enough for my coconut lovers!""","{'value': '3.87', 'count': '11'}",48,11,3,"['PT15M', 'PT10M', 'PT1H55M']",40,121,6097
Marco Polo Peanut Cookies,"""Really good crunchy cookie. I got this recipe many years ago from my grandmother.""","{'value': '4.25', 'count': '4'}",4,4,1,[],12,357,6098
Easy Cranberry Cheesecake,"""This is a family favorite that we have every year for Christmas. Kids and adults love it!""","{'value': '5.00', 'count': '0'}",0,0,1,"['PT15M', 'PT15M', 'PT1H30M']",8,543,6099
Yummy Pecan Pralines,"""Pecans are cooked to the soft ball stage with brown sugar, white sugar, evaporated milk and butter and then beaten and poured on a slab to firm up in these sweet, chewy candies.""","{'value': '4.50', 'count': '50'}",148,50,8,"['PT15M', 'PT15M', 'PT1H30M']",20,146,6100
Banana Split Cake III,"""Your favorite banana split ingredients on a cake base. A summer treat. decorate with cherries and your favorite chopped nuts.""","{'value': '4.70', 'count': '63'}",82,63,2,[],24,260,6101
My Pound Cake,"""This cake is absolutely delicious.  Don't over-mix.  I even use cold ingredients.  Batter looks like smooth whipped butter.  This recipe was given to me by a co-worker.  If you like it just call it your 'My Pound Cake'.""","{'value': '4.09', 'count': '19'}",19,19,3,"['PT30M', 'PT1H', 'PT1H30M']",16,528,6102
Chewy Brownie Cookies,"""This is a delicious cookie recipe. My nephew and niece cannot stop eating them! Deliciously chocolatey goodness in every bite. The best part is, they are nice and soft, which is the way I like them.""","{'value': '4.70', 'count': '131'}",313,131,32,"['PT15M', 'PT10M', 'PT1H25M']",25,199,6103
Nona's Ricotta Pie,"""If desired, top with a sprinkling of chopped, candied fruits and nuts. Use any other pastina in place of the ditalini.""","{'value': '4.17', 'count': '5'}",8,5,0,"['PT30M', 'PT2H', 'PT2H30M']",18,238,6104
Mexican Wedding Cakes II,"""Light, crunchy, round, buttery balls, with chopped nuts in them, coated with confectioner's sugar.   These look nice when placed on a tray in the mini paper cupcake liners.""","{'value': '4.60', 'count': '215'}",380,215,36,[],21,208,6105
Best Ever Fudge,"""This fudge is easy and delicious! Making this is our Christmas tradition. Also, you can make it ahead and freeze it for up to 3 months!""","{'value': '4.18', 'count': '31'}",41,31,1,[],24,346,6106
Fresh Apple Tarts,"""These tarts are easy to make and bake. White sugar may be used in place of brown sugar.""","{'value': '4.54', 'count': '10'}",17,10,3,"['PT30M', 'PT30M', 'PT2H45M']",16,388,6107
Pecan Puffs II,"""These are similar to Russian Tea Cakes but use cake flour instead of regular. They literally melt in you mouth!!!""","{'value': '4.56', 'count': '7'}",8,7,1,"['PT15M', 'PT45M', 'PT1H']",24,101,6108
Deluxe Blackberry Pie,"""Deluxe Blackberry Pie, nice and thick, made the old-fashioned way.""","{'value': '4.51', 'count': '37'}",49,37,7,"['PT30M', 'PT40M', 'PT1H10M']",8,421,6109
Layered Mini Caramel Cheesecakes,"""The blend of the cream cheese and the caramel flavors is elegantly simple. Cheesecakes are made in cupcake tins for individual portions. These are easy to serve and transport well for parties. The hardest part of the recipe is unwrapping all the caramels!""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT20M', 'PT1H10M', 'PT5H55M']",24,216,6110
Sugar-Free Fudge,"""Love chocolate and fudge? Trying to cut out sugar? This is the ultimate fudge recipe just for you.""","{'value': '1.00', 'count': '2'}",3,2,1,"['PT5M', 'PT11M', 'PT1H16M']",16,76,6111
Candy Coated Chocolates Gift Jar Cookie Mix,"""This cookie jar makes a colorful homemade gift for any occasion. You can use regular sized candies instead of the mini's if you like.""","{'value': '3.57', 'count': '5'}",5,5,1,"['PT15M', 'PT12M', 'PT35M']",48,58,6112
Ice Cream Pie Shell,"""A great big crust that holds up very well to a large ice cream pie.  Top with favorite ice cream and lots of gooey toppings.""","{'value': '3.83', 'count': '6'}",7,6,0,[],8,366,6113
One Two Three Fudge,"""This creamy fudge is sure to please any group of chocolate-lovin' folks. The addition of frosting in the fudge makes this recipe smooth and fail-proof. Just be sure and use a frosting that does not include pudding in the ingredients.""","{'value': '4.19', 'count': '19'}",32,19,4,[],36,149,6114
Peach Dump Cake,"""A friend gave me this recipe and it has always been a pleaser. This is a very quick and easy dessert. It's a recipe friends and family ask me to make for gatherings.""","{'value': '4.35', 'count': '58'}",180,58,19,"['PT10M', 'PT35M', 'PT45M']",12,318,6115
Hermit Bar Cookies,"""This recipe is probably 50 years old - Mom made it for us, and now I make it for our kids - they love these bars.  Enjoy!""","{'value': '4.55', 'count': '74'}",139,74,15,"['PT20M', 'PT12M', 'PT45M']",20,202,6116
Cinnamon Pie,"""This recipe was from our great-grandmother. Always a family favorite and a holiday must. Thin but flavorful.""","{'value': '4.15', 'count': '95'}",132,95,11,[],8,302,6117
Italian Crema Ice Cream (Gelato alla Crema),"""Answering the question 'What would vanilla ice cream taste like without any vanilla?', Italian 'crema' ice cream is exceptionally delicious not because of what's in it, but rather what isn't. Ironically, it might be the best vanilla ice cream I've ever had. Without any other flavors in the way, all you taste is the sweet goodness of milk and cream, which I think is a revelation.""","{'value': '3.00', 'count': '2'}",3,2,1,"['PT10M', 'PT10M', 'PT12H40M']",7,277,6118
First Prize Strawberry Rhubarb Crisp,"""I came across this recipe in a magazine, and with a few adjustments I was able to make it into a delicious crisp. It goes great with vanilla ice cream and one can also alter the recipe to make a mango raspberry crisp which is just as delightful! Optional: sprinkle the top with a handful of rolled oats and brown sugar.""","{'value': '4.45', 'count': '47'}",132,47,17,"['PT20M', 'PT1H', 'PT1H20M']",10,257,6119
"Peanut Butter ""Snickerdoodles""","""I grew up thinking that a snickerdoodle involved an actual Snickers, and a white cookie with cinnamon sugar was called something else. I have been educated, but the name still sticks. These are large peanut butter cookies with your favorite fun size candy bar stuffed in the middle.""","{'value': '4.20', 'count': '12'}",22,12,4,"['PT40M', 'PT12M', 'PT52M']",24,633,6120
Skillet Cookies II,"""A chewy healthy no-fuss cookie! Great for kids.""","{'value': '4.67', 'count': '6'}",7,6,1,[],12,215,6121
Yum Yum Cranberry Parfait,"""A sweet way to use any leftover cranberries.""","{'value': '4.50', 'count': '3'}",13,3,1,[],4,283,6122
West Coast Trail Cookies,"""This cookie gets its name from the West Coast Trail on Vancouver Island. It's my adaptation of the perfect nut-free trail cookie that's been our family's favorite chewy oatmeal cookie for 10 years. Loaded with choco-chips and dried cranberries. The flax seed meal and pumpkin seeds give them a nutty taste, without the nuts. Perfect for school kids or those with allergies.""","{'value': '4.91', 'count': '57'}",117,57,18,"['PT20M', 'PT12M', 'PT42M']",36,172,6123
Sour Cream Cookies II,"""These are delicious cookies that my mother made at Christmas, but are good anytime. Try making them using pecans, but any nuts will do.  I like them with a cup of coffee. Top these cookies with icing.""","{'value': '4.36', 'count': '22'}",27,22,3,[],18,352,6124
Eggnog Custard,"""This is a holiday favorite in my family. The custard is soft and yummy! If you like eggnog you might try this.""","{'value': '4.37', 'count': '27'}",45,27,10,"['PT10M', 'PT35M', 'PT45M']",2,261,6125
Vegan Red Velvet Cupcakes,"""Just awesome. Easy and tasty. Frost with vegan cream cheese frosting.""","{'value': '0.00', 'count': '0'}",4,0,0,"['PT15M', 'PT20M', 'PT45M']",24,138,6126
Pumpkin Gobs,"""Great pumpkin flavored gobs. I've made these for church sales and everyone loves them. Also known as Whoopie Pies""","{'value': '4.08', 'count': '61'}",99,61,9,[],18,303,6127
Cookie Press Shortbread,"""This is my mothers recipe and what I use in my Cookie Press/Shooter. It makes delectable little morsels!""","{'value': '4.02', 'count': '151'}",237,151,28,"['PT25M', 'PT10M', 'PT35M']",24,116,6128
Rich Brownie Cake,"""This is a family favorite. We've made this every week for the past few years already. It's foolproof and delicious.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT15M', 'PT1H10M', 'PT1H25M']",24,267,6129
Whipped Cream Zabaglione,"""This zabaglione is different because it incorporates cream. I have viewed other recipes and this varies a lot. Serve chilled with fresh fruit of your choice. To make sure zabaglione is the right consistency, run the whisk through and see that it falls in a steady stream standing on itself as it lands in the bowl.""","{'value': '4.72', 'count': '15'}",31,15,4,"['PT10M', 'PT25M', 'PT45M']",6,274,6130
Honey Cupcakes with Strawberries,"""Delicious cupcakes that are perfect for someone sweet!""","{'value': '4.48', 'count': '20'}",30,20,9,"['PT20M', 'PT25M', 'PT45M']",12,273,6131
Rice Pudding in a Slow Cooker,"""This pudding is done in a slow cooker, and tastes wonderful after a cold day in the snow, or a long walk on a cold night. Excellent for Christmas Eve. It is very inexpensive to make, and it freezes well if you want to make a double batch. It is best served warm with a pinch of nutmeg or ground cloves. Add baked apples for an extra special treat.""","{'value': '2.40', 'count': '50'}",65,50,4,"['PT10M', 'PT2H', 'PT2H10M']",8,321,6132
Oatmeal Cookies,"""These oatmeal cookies have crushed pineapple in them, which helps make them chewy and moist!""","{'value': '3.93', 'count': '22'}",44,22,5,[],24,185,6133
Boiled Fruit Cake,"""This is an Northern Ireland recipe given to me by my Mum many years ago!! This cake is always much tastier the following day! Enjoy!""","{'value': '4.58', 'count': '22'}",33,22,6,"['PT15M', 'PT1H30M', 'PT1H45M']",12,506,6134
Peanut Butter Cake III,"""This is the peanutty-est!""","{'value': '3.59', 'count': '27'}",38,27,3,"['PT15M', 'PT50M', 'PT1H5M']",12,733,6135
Cowboy Cookies (Dunkin' Platters),"""These are great for dunking and are also large and satisfying enough for a man's appetite. Cowboy cookies should be about 2-1/2 inches in diameter.  My Grandma makes these cookies and I have enjoyed them since I was a kid.""","{'value': '4.52', 'count': '21'}",30,21,4,[],24,393,6136
Strawberry Ice Cream,"""This vibrant frozen dessert offers fresh berry flavor at its best.""","{'value': '4.57', 'count': '83'}",163,83,10,"['PT25M', 'PT15M', 'PT1H40M']",6,390,6137
Dark Guinness® Brownies,"""Delicate, dark, rich, and tempting brownies that no one can resist are made with what you would not expect: Guinness® beer. Oh so good.""","{'value': '4.54', 'count': '57'}",227,57,17,"['PT30M', 'PT25M', 'PT1H25M']",24,236,6138
Coconut Chocolate Chip Cupcakes,"""These chocolate chip cupcakes with a hint of coconut make a delicious treat.""","{'value': '3.67', 'count': '2'}",7,2,3,"['PT15M', 'PT20M', 'PT35M']",12,180,6139
Almond Bars I,"""These bars taste wonderful and are very colorful on your plate of goodies for the holidays.  Try them and your guests will rave over them. Don't be surprised if they ask you for the recipe.""","{'value': '4.23', 'count': '11'}",11,11,1,[],12,316,6140
GF Vegan Sugar Cookies,"""I made these vegan, gluten-free sugar cookies in a cooking class. Tastes great!""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT20M', 'PT12M', 'PT32M']",24,100,6141
Peanut Butter Choco Chip Cookies,""" I hope this will be of help to all those cookie lovers out there who can't  consume flour.""","{'value': '4.31', 'count': '37'}",70,37,5,[],18,402,6142
Alannah's Chocolate Galaxy,"""This is a delightful smooth creamy chocolate cake with a dusting of sugar on top. Tasty and fantastic to eat.""","{'value': '4.00', 'count': '2'}",2,2,0,"['PT45M', 'PT1H', 'PT1H45M']",16,474,6143
Strawberry Trifle,"""This is a very light dessert recipe from my friend, Ellen.  It is so easy to make and is the perfect ending to a heavy meal.""","{'value': '4.70', 'count': '424'}",631,424,64,"['PT15M', 'PT4H15M']",12,242,6144
Brown Mixers,"""A fast and easy recipe, for good cookies! Walnuts or almonds can be used instead of hazelnuts.""","{'value': '2.00', 'count': '4'}",4,4,0,"['PT5M', 'PT7M', 'PT12M']",4,280,6145
Pumpkin Pie Cake II,"""This is one recipe that is to die for. Sweet and moist, it's like a pie and a cake as one! Use more pecans, if desired, and top it with ice cream.""","{'value': '4.48', 'count': '25'}",32,25,2,"['PT20M', 'PT1H', 'PT1H20M']",18,333,6146
Salted Caramel Chocolate Chip Cookies,"""I had a craving for chocolate chip cookies with caramel chunks. All I had on hand for salt was coarse salt and, much to my surprise, the result was delicious.""","{'value': '4.61', 'count': '64'}",278,64,30,"['PT15M', 'PT15M', 'PT30M']",36,178,6147
Chocolate Butterfinger-Caramel Cake,"""Chocolate Butterfinger-Caramel Cake will bring smiles to the face of the birthday boy or girl. This is also great for entertaining.""","{'value': '4.61', 'count': '41'}",139,41,15,"['PT20M', 'PT35M', 'PT1H25M']",15,466,6148
Get Well Custard,"""This simple custard is wonderful when you are not feeling well, but adapted with half-and-half and no-carb sweetener, it makes a great change on a low-carb diet.""","{'value': '4.57', 'count': '12'}",37,12,5,"['PT15M', 'PT55M', 'PT1H10M']",10,118,6149
Dessert Crepes with Raspberry Sorbet,"""The other day I wanted to make an extra special dessert for my guests and thought about dessert crepes, so I combined crepes with homemade raspberry sorbet - big hit!""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT30M', 'PT8M', 'PT3H18M']",6,222,6150
Chocolate Covered Almond Meringue Cookies,"""A light crisp cookie covered in milk chocolate that's scrumptious!""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT15M', 'PT45M', 'PT3H']",48,114,6151
Pineapple Upside-Down Pound Cake,"""This is one of my favorite pound cakes, made in a Bundt® pan. I specialize in all kind of pound cakes. You can add pieces of pineapple to the cake batter.""","{'value': '5.00', 'count': '1'}",3,1,1,"['PT25M', 'PT45M', 'PT1H10M']",14,488,6152
Mocha Upside-Down Cake,"""Handed down from my grandmother, this family favorite disappears as soon as it's cool enough to eat.""","{'value': '4.50', 'count': '2'}",4,2,2,"['PT20M', 'PT30M', 'PT1H']",9,257,6153
Pistachio Nut Bundt Cake,"""A green Bundt cake. This is perfect for Christmas or St. Patrick's day.""","{'value': '4.57', 'count': '58'}",73,58,11,"['PT20M', 'PT1H', 'PT1H20M']",12,473,6154
Chocolate Cookie Brittle,"""A chewy chocolate chip cookie.""","{'value': '0.00', 'count': '0'}",1,0,1,"['PT15M', 'PT10M', 'PT55M']",15,161,6155
Vanilla Coconut Flour Cupcakes,"""These vanilla cupcakes, made with coconut flour for extra fiber, are perfect for any occasion. Whether you're baking for a birthday, a bake sale, or just for fun, they're a cinch to whip up and are sure to be a hit!""","{'value': '4.57', 'count': '31'}",101,31,13,"['PT15M', 'PT20M', 'PT1H35M']",10,215,6156
Old Fashioned Cinnamon Nut Cake,"""This is an old recipe.  To serve, break the cake apart with two forks.""","{'value': '3.50', 'count': '1'}",2,1,0,[],14,454,6157
Gluten-Free Chocolate Chip Cookies,"""Almond flour is the only flour to use for these delicious treats. Trust me on this one. These fluffy gluten-free yummies will melt in your mouth. Coconut oil keeps these babies moist and flavorful. Enjoy.""","{'value': '4.68', 'count': '16'}",52,16,7,"['PT15M', 'PT10M', 'PT35M']",24,139,6158
Easy OREO Truffles,"""These truffles are very easy and delicious. You can't go wrong with OREO, cream cheese and chocolate!""","{'value': '4.76', 'count': '2106'}",3k,2k,409,['PT1H30M'],42,,6159
Ceramic Mold Cookies,"""For best results, mix your dough by hand.  Lightly oil mold  and blot with paper towel.  Lightly flour mold and  re-flour the mold before each cookie but DO NOT re-oil.  Press a piece of dough firmly and evenly into the mold.  Trim the back of the cookie so it's flush with the mold.  Tap the  dough from mold and place on a baking sheet in the top third of your oven until nicely browned - about 10 minutes.""","{'value': '4.71', 'count': '6'}",8,6,2,[],72,33,6160
Angel Food Cake I,"""Homemade angel food cake is worth the work.  It is moist, unlike the sweet styrofoam available in the grocery bakery.  A tube pan with a removable bottom is highly recommended.""","{'value': '4.55', 'count': '259'}",778,259,90,[],16,137,6161
Victoria Skonieczki's (Grandmom's) Nut Roll (Makowiec),"""This Polish/Czech holiday roll is great as a dessert or breakfast treat. This bread may be filled with nut meats or a poppy seed filling. You can freeze the loaves after they are completely cooled.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT45M', 'PT42M', 'PT4H40M']",36,302,6162
Raspberry Cheesecake,"""Easy, to die for cheesecake.  Everyone asks me to bring this dessert.""","{'value': '4.61', 'count': '43'}",53,43,6,"['PT15M', 'PT4H15M']",16,546,6163
Old Fashioned Raisin Pie I,"""This recipe was given to me 41 years ago by my husband's grandmother.""","{'value': '4.79', 'count': '106'}",247,106,23,[],8,409,6164
Sour Cream-Pumpkin Bundt® Cake with Pumpkin Glaze,"""This is a composite of several similar recipes for a sour cream-pumpkin Bundt cake with pumpkin glaze that is good for family dessert or gifting. Sure to please!""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT55M', 'PT1H45M']",12,603,6165
Christmas Turtles® Candies,"""This is an easy recipe for Christmas gifts.""","{'value': '3.88', 'count': '80'}",128,80,6,[],12,213,6166
Dango (Sweet Japanese Dessert),"""A traditional sweet Japanese dessert (slightly Westernized).""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT30M', 'PT10M', 'PT41M']",3,263,6167
Passover Chocolate Mousse Pie,"""Delicious Passover dessert - not gebrochts!""","{'value': '3.00', 'count': '3'}",3,3,0,[],8,276,6168
Banana-Oatmeal Cake (Screwed-Up Mother's Day Cake),"""My mom made this cake for Mother's Day. The cake was in the oven baking. When she realized she didn't add the eggs or salt the recipe called for, she thought it would screw up the cake. But the cake came out so moist and yummy I made her write down the recipe, skipping the eggs and salt. She frosts it with vanilla frosting while the cake is still warm to give it a glazed effect. My family loves this cake.""","{'value': '4.00', 'count': '5'}",14,5,2,"['PT15M', 'PT45M', 'PT1H']",15,277,6169
Giant Homemade Almond Butter Cups,"""Perfect combination of bitter, sweet, and healthy.""","{'value': '3.67', 'count': '3'}",4,3,1,"['PT10M', 'PT1M', 'PT21M']",10,419,6170
Citrus Egg Yolk Cookies,"""Great recipe when you have made meringues and have leftover egg yolks.""","{'value': '4.73', 'count': '13'}",24,13,6,"['PT15M', 'PT10M', 'PT25M']",60,71,6171
Broken Heart Cake,"""Broken heart cake is an easy, fruit-layered mini strawberry cake, with a pink lemonade glaze for that special someone!""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT15M', 'PT38M', 'PT1H33M']",6,245,6172
Eggless Chocolate Cake II,"""You don't need eggs to make a very moist and chocolate-y cake when using this easy recipe.""","{'value': '4.31', 'count': '224'}",368,224,33,[],24,276,6173
Grandma Moyer's Rhubarb and Strawberry Coffee Cake,"""This was my Grandma Moyer's recipe. It has been missing since at least the mid 80's. I found it stuck the middle of an old book I got after my mom passed away. Everyone in the family has been trying to recreate this delicious coffee cake for years. It is moist and very flavorful. I added the strawberries because I like it a little sweeter. Rhubarb is an ingredient that you don't see used very often any more, but those of us who do use it always love to find new ways to spread the love.""","{'value': '4.63', 'count': '22'}",28,22,3,"['PT15M', 'PT45M', 'PT1H']",15,270,6174
