recipe,part,ingredient
165,General,4-5 tablespoons maple syrup
165,General,200 g pecans
165,General,250 g golden caster sugar
165,Buttercream,150 g butter
165,Buttercream,250 g icing sugar
165,Buttercream,4 tablespoons maple syrup
166,General,6 long woody sprigs of fresh rosemary
166,General,600 g strawberries (roughly 20 fruits)
166,General,"120 g caster sugar, plus 1 teaspoon extra"
166,General,100 g mascarpone
166,General,25 ml limoncello
166,General,"1 lemon, zest of"
167,General,3 tablespoons plain flour
167,General,1 pinch salt
167,General,5 tablespoons golden caster sugar
167,General,3 large free-range eggs beaten
167,General,450 ml milk
167,General,1 whole nutmeg for grating
167,General,50 g butter
167,General,400 g tinned peach halves in juice drained
167,General,good-quality vanilla ice cream to serve
168,General,3 limes finely grated zest and juice of
168,General,4 tablespoons caster sugar plus extra to taste
168,Cachaça,1 ripe melon deseeded and flesh scooped out with a spoon
168,Cachaça,1 ripe papaya deseeded and flesh scooped out with a spoon
168,Cachaça,1 large handful fresh strawberries hulled and halved lengthways
168,Cachaça,1 ripe mango stoned and flesh scooped out with a spoon
168,Cachaça,"1 pineapple peeled, cored and cut into chunks"
168,Cachaça,1 bunch fresh mint leaves picked
169,General,225 g butter plus extra for greasing
169,General,250 g dark chocolate (70% cocoa solids)
169,General,225 g golden caster sugar
169,General,4 large free-range eggs
169,General,150 g plain flour
169,Salted Caramel,¼ of a vanilla pod
169,Salted Caramel,40 ml double cream
169,Salted Caramel,15 g salted butter
169,Salted Caramel,60 g caster sugar
169,Salted Caramel,40 g golden syrup
170,General,olive oil for greasing
170,General,"800 g mixed summer berries, such as raspberries, redcurrants, strawberries, blackcurrants and blackberries"
170,General,150 g sugar
170,General,½ an orange
170,General,½ teaspoon vanilla paste optional
170,General,7 large slices of white bread
170,General,2 tablespoons red berry jam
171,General,vegetable oil
171,General,1.4 kg pumpkin
171,General,50 g unsalted butter
171,General,125 g golden caster sugar
171,General,4 level tablespoons gluten-free plain flour (I used Doves Farm)
171,General,¼ teaspoon ground nutmeg
171,General,ground cinnamon
171,General,2 teaspoons vanilla extract
171,General,3 large free-range eggs
171,General,icing sugar to serve
171,For The Pastry,250 g gluten-free plain flour (I used Doves Farm)
171,For The Pastry,½ teaspoon xanthan gum
171,For The Pastry,50 g soft light brown sugar
171,For The Pastry,a pinch of ground cinnamon
171,For The Pastry,125 g unsalted cold butter
171,For The Pastry,1 large free-range egg
171,For The Pastry,semi-skimmed milk
172,General,"350 g unsalted butter (at room temperature), plus extra for greasing"
172,General,350 g self-raising flour plus extra for dusting
172,General,250 g golden caster sugar
172,General,1 teaspoon vanilla bean paste
172,General,6 large free-range eggs
172,General,1 heaped teaspoon baking powder
172,Jam,500 g rhubarb
172,Jam,100 g golden caster sugar
172,Custard,3 tablespoons quality custard powder
172,Custard,2 tablespoons icing sugar
172,Custard,400 ml semi-skimmed milk
172,Buttercream Icing,200 g unsalted butter (at room temperature)
172,Buttercream Icing,400 g icing sugar plus extra for dusting
173,General,190 g plain flour
173,General,30 g quality cocoa powder
173,General,110 g caster sugar
173,General,110 g unsalted butter (cold)
173,General,½ teaspoon vanilla extract
173,General,4 large free-range egg yolks
173,Filling,300 g quality dark chocolate (70%)
173,Filling,300 g sweetened chestnut purée
173,Filling,300 ml double cream
173,Honeycomb Topping,2½ tablespoons golden syrup
173,Honeycomb Topping,100 g caster sugar
173,Honeycomb Topping,1 teaspoon bicarbonate of soda
174,General,100 g walnuts
174,General,100 g almonds
174,General,100 g pistachios
174,General,2 tsp ground cinnamon
174,General,1/2 tsp ground cloves
174,General,200 g butter
174,General,2 X 270g packets (12 sheets) of filo pastry
174,General,300 g sugar
174,General,100 ml Greek honey
174,General,1 cinnamon stick
174,General,2 strips of orange zest
175,General,120 g shelled pistachios
175,General,200 g gluten-free plain flour plus extra for dusting (I used Doves Farm)
175,General,1 teaspoon gluten-free baking powder
175,General,½ teaspoon fine sea salt
175,General,200 g golden caster sugar
175,General,30 g dark chocolate (over 70% cocoa solids) optional
175,General,1 large free-range egg
175,General,1 teaspoon rose water
175,General,semi-skimmed milk optional
176,General,100 g unsalted butter plus extra for greasing
176,General,75 g dark chocolate (70% cocoa solids)
176,General,200 ml Guinness plus extra for the icing
176,General,200 g plain flour
176,General,20 g cocoa powder
176,General,1 teaspoon baking powder
176,General,2 large free-range eggs
176,General,200 g golden caster sugar
176,Sour Cream Icing,3 tablespoons sour cream
176,Sour Cream Icing,200 g icing sugar
177,General,2 vanilla pods
177,General,200 g sugar
177,General,1 lemon
177,General,1 lime
177,General,4 ripe avocados
177,General,500 ml whole milk
178,General,400 g condensed milk
178,General,4 tablespoons cocoa powder
178,General,¼ teaspoon sea salt
178,General,3 tablespoons butter
178,General,1 vanilla pod
178,General,good-quality chocolate sprinkles for coating
179,General,150 g gluten-free flour
179,General,1 teaspoon gluten-free baking powder
179,General,½ teaspoon fine sea salt
179,General,200 g soya yogurt
179,General,½ a vanilla pod
179,General,2 tablespoons honey or maple syrup
179,General,250 g light brown sugar
179,General,200 g vegan chocolate (70%)
180,Shortcrust Pastry,1 vanilla pod (optional)
180,Shortcrust Pastry,125 g unsalted butter
180,Shortcrust Pastry,100 g icing sugar
180,Shortcrust Pastry,250 g plain flour
180,Shortcrust Pastry,½ a lemon
180,Shortcrust Pastry,2 large free-range egg yolks
180,Shortcrust Pastry,2 tablespoons cold milk
180,Filling,2 x 397 g tins of condensed milk or 2 jars of Merchant Gourmet Dulce de Leche toffee
180,Filling,4 medium cooking apples
180,Filling,2 heaped tablespoons icing sugar
181,General,1 large banana or 2 small bananas
181,General,300 g frozen mixed berries
181,General,50 g porridge oats
181,General,400 ml pure organic apple juice
181,General,honey optional
181,General,"200 g good-quality white chocolate broken up, optional"
182,General,150 ml double cream
182,General,250 ml milk
182,General,1 vanilla pod
182,General,3 large free-range egg yolk
182,General,40 g sugar plus extra for the crusts
183,General,55 g butter plus extra for greasing
183,General,115 g sugar
183,General,1 lemon
183,General,2 large free-range eggs
183,General,55 g self-raising flour
183,General,285 ml milk
184,General,4 free-range eggs
184,General,565 ml milk
184,General,115 g fine breadcrumbs
184,General,225 g sugar preferably vanilla sugar
184,General,4 level tablespoons jam raspberry is really nice
185,General,"200 g butter softened, plus extra for greasing"
185,General,125 g icing sugar
185,General,½ an orange
185,General,1 small lemon
185,General,1 lime
185,General,350 g gluten-free flour
185,General,1 teaspoon gluten-free baking powder
185,General,sugar to serve
186,General,250 ml olive oil plus extra for greasing
186,General,350 g self-raising flour
186,General,1 level teaspoon ground cinnamon
186,General,350 g golden caster sugar
186,General,4 medium very ripe bananas
186,General,1 x 425 g tin of pineapple chunks
186,General,2 large free-range eggs
186,General,1 teaspoon vanilla extract
186,General,50 g pecans
186,Icing,400 g icing sugar
186,Icing,150 g unsalted butter (at room temperature)
186,Icing,200 g cream cheese
186,Icing,2 limes
186,Brittle,100 g caster sugar
186,Brittle,50 g pecans
187,General,"1 kg stone fruit peaches, nectarines, red or yellow plums - trimmed, stones and sliced into large chunks"
187,General,500 g strawberries hulled
187,General,150 g soft brown sugar
187,General,1 orange zest and juice of
187,General,4 sprigs of lemon verbena (optional)
187,General,100 g plain flour
187,General,100 g unsalted butter cold
187,General,3 pieces stem ginger chopped
187,General,100 g rolled oats
188,General,unsalted butter for greasing
188,General,30 g molasses
188,General,400 g golden syrup
188,General,100 g porridge oats
188,General,100 g breadcrumbs
188,General,1 lemon
188,General,2 large free-range eggs
188,Sweet Pastry,200 g unsalted butter
188,Sweet Pastry,90 g sugar
188,Sweet Pastry,280 g flour plus extra for dusting
189,General,100 g tapioca
189,General,600 ml milk
189,General,vanilla extract
189,General,150 g caster sugar
189,General,1 clementine
189,General,3 large free-range egg yolks
189,General,1 vanilla pod
189,General,200 ml double cream
189,General,100 g flaked almonds
189,General,50 g icing sugar
189,General,2 oranges
189,General,"gold leaf, to garnish optional"
189,Berry Compote,500 g mixed fresh berries
189,Berry Compote,50 g caster sugar
189,Meringue,5 free-range egg whites
189,Meringue,300 g caster sugar
189,Meringue,natural pink food colouring optional
190,General,400 g strawberries
190,General,1 tablespoon vanilla sugar (see tip)
190,General,1 tablespoon stem ginger in syrup
190,General,1 splash of Pimm's
190,General,4 scoops of quality vanilla ice cream
191,General,olive oil
191,General,plain flour for dusting
191,General,300 g good-quality dark chocolate (70% cocoa solids)
191,General,250 g raw beetroot
191,General,4 large free-range eggs
191,General,150 g golden caster sugar
191,General,120 g ground almonds
191,General,1 teaspoon baking powder
191,General,1 tablespoon good-quality cocoa powder
191,General,natural yoghurt to serve
192,General,300 g pecan nuts
192,General,150 g medjool dates
192,General,150 g dried figs
192,General,3 tablespoons raw honey
192,General,5 tablespoons raw cacao powder (see note)
192,General,1½ teaspoons vanilla extract
192,Base,60 g cacao butter (see note)
192,Base,150 g hazelnuts
192,Base,3 tablespoons raw cacao powder
192,Base,1½ tablespoons raw honey
192,Icing,200 g coconut oil
192,Icing,120 g cacao powder
192,Icing,2 teaspoons raw dark agave nectar (see note)
192,Icing,2 tablespoons bee pollen optional
193,General,50 g cornflour
193,General,50 g icing sugar
193,General,50 g liquid glucose syrup (get it from the supermarket or a chemist)
193,General,450 g caster sugar
193,General,10 sheets of gelatine
193,General,2 large free-range egg whites
193,General,2 vanilla pods
193,General,1½ teaspoons natural food colouring optional
193,Choose Your Flavour,rose water
193,Choose Your Flavour,orange blossom water
193,Choose Your Flavour,natural lemon extract
193,Choose Your Flavour,natural orange extract
193,Choose Your Flavour,natural peppermint extract
194,General,1 kg mixed frozen berries and cherries
194,General,"100 g sugar (I used a mixture of golden caster, soft brown and demerara)"
194,General,½ an orange
194,General,50 g unsalted butter (cold)
194,General,100 g plain flour
194,General,100 g flaked almonds
195,Biscuit Base,75 g unsalted butter plus extra for greasing
195,Biscuit Base,300 g dark chocolate biscuits
195,Filling,2 x 425 g tins of dark cherries in syrup
195,Filling,2 clementines
195,Filling,350 g caster sugar
195,Filling,6 large free-range eggs
195,Filling,400 ml double cream
195,Filling,560 g Philadelphia plain cream cheese
195,Filling,2 teaspoons vanilla extract
195,Topping,200 g dark chocolate (70% cocoa solids) plus extra for serving
195,Topping,1 dash of double cream
195,Topping,50 g unsalted butter
195,Topping,1 clementine
196,General,300 ml double cream
196,General,2 level tablespoons caster sugar
196,General,400 g quality dark chocolate (70%)
196,General,90 g unsalted butter at room temperature
196,General,100 ml milk
196,General,1 tart shell baked blind
196,General,quality cocoa powder for dusting
197,General,20 g butter
197,General,2 large free-range eggs
197,General,100 ml single cream
197,General,120 ml milk
197,General,125 ml plain flour
197,General,30 g golden caster sugar
197,General,1 tablespoon cinnamon
197,Roasted Plums,3 plums
197,Roasted Plums,½ orange
197,Roasted Plums,2 tablespoons golden caster sugar
198,For The Baked Figs,24 figs halved
198,For The Baked Figs,2 clementines
198,For The Baked Figs,2 teaspoons ground cinnamon
198,For The Baked Figs,2 tablespoons caster sugar
198,For The Fig Bruschetta,1 loaf rustic bread sliced
198,For The Fig Bruschetta,goat's cheese hard or soft
198,For The Fig Bruschetta,1 handful walnuts
198,For The Fig Bruschetta,runny honey
198,To Store,1 large jar runny honey
199,General,500 g plain flour plus extra for dusting
199,General,50 g caster sugar
199,General,2 x 7 g sachets of dried yeast
199,General,300 ml whole milk
199,General,250 g unsalted butter (cold)
199,Filling,1 tablespoon ground cardamom
199,Filling,1 tablespoon ground cinnamon
199,Filling,100 g light brown muscovado sugar
199,Filling,90 g caster sugar plus 3 tablespoons
199,Filling,8 clementines
199,Filling,50 g unsalted butter
200,General,1 small watermelon (1.8kg)
200,General,60 g stem ginger in syrup
200,General,2 limes
200,General,½ a bunch of fresh mint (15g)
200,General,8 tablespoons natural yoghurt
201,General,140 ml milk
201,General,1 tablespoon dried yeast
201,General,475 g strong plain flour plus extra for dusting
201,General,2 teaspoons mixed spice
201,General,90 g caster sugar
201,General,90 g soft butter
201,General,2 large free-range eggs
201,General,1 orange
201,General,vegetable oil for frying and greasing
201,Ideas For Decorating,"melted chocolate (white, milk or dark)"
201,Ideas For Decorating,freeze-dried berries
201,Ideas For Decorating,caster sugar
201,Ideas For Decorating,250 g icing sugar
202,General,3 free-range eggs
202,General,"100 g butter melted, plus a knob to grease the crêpe pan"
202,General,275 ml good-quality cider
202,General,250 g buckwheat flour
202,General,pouring cream to serve
202,General,"1 apple peeled, cored and cut into large chunks"
202,General,"4 pears peeled, cored and cut into large chunks"
202,General,150 ml good-quality cider
202,General,1 generous splash of calvados
202,General,90 g sugar
202,General,1 vanilla pod
202,General,1 lemon zest of
202,General,1 orange zest of
203,General,for a berry smoothie:
203,General,1 mug of frozen berries (200g)
203,General,1 mug of unsweetened almond milk (300ml)
203,General,6 tablespoons natural yoghurt
203,General,1 super-ripe banana
203,General,1 small handful of porridge oats (35g)
203,General,1 tablespoon mixed seeds (I like flaxseeds and sunflower seeds)
203,General,"for a mango, passion fruit and mint smoothie:"
203,General,1 mug of frozen mango pieces (150g)
203,General,1 mug of unsweetened almond milk (300ml)
203,General,6 tablespoons natural yoghurt
203,General,1 super-ripe banana
203,General,1 small handful of porridge oats (35g)
203,General,1 tablespoon mixed seeds (I like flaxseeds and sunflower seeds)
203,General,3 sprigs of fresh mint
203,General,2 ripe passion fruits
203,General,1 tablespoon desiccated coconut optional
204,General,200 g quality dark chocolate (70%)
204,General,250 g unsalted butter
204,General,75 g dried sour cherries optional
204,General,50 g chopped nuts optional
204,General,80 g quality cocoa powder
204,General,65 g plain flour
204,General,1 teaspoon baking powder
204,General,360 g caster sugar
204,General,4 large free-range eggs
205,General,50 g unsalted butter
205,General,200 g quality dark chocolate (70%)
205,General,1 x 396 g tin of condensed milk
205,General,25 g ground almonds
205,General,2 heaped teaspoons Horlicks
205,General,200 g self-raising flour
205,General,100 g Maltesers
205,General,50 g quality white chocolate
206,General,"225 g butter room temperature, plus extra for greasing"
206,General,450 g Bramley apples
206,General,200 g medjool dates
206,General,100 g raisins
206,General,4 large free-range eggs
206,General,150 g gluten-free white bread flour plus a teaspoon extra
206,General,100 g ground almonds
206,General,1½ tablespoons gluten-free baking powder
206,General,1 teaspoon ground cinnamon
206,General,½ teaspoon ground ginger
206,General,½ nutmeg
206,General,2 tablespoons pine nuts
206,General,2 tablespoons demerara sugar
207,General,"250 ml vegetable oil, plus extra for greasing"
207,General,4 large carrots
207,General,1 large lemon
207,General,100 g currants or sultanas
207,General,100 g pecans
207,General,280 g plain flour
207,General,2 teaspoons baking powder
207,General,1 tablespoon ground ginger
207,General,1 tablespoon ground cinnamon
207,General,2 teaspoons ground cardamom
207,General,¼ teaspoon ground cloves
207,General,¼ teaspoon ground anise
207,General,¼ teaspoon ground nutmeg
207,General,4 tablespoons candied ginger in syrup
207,General,1 black tea bag
207,General,2 large free-range eggs
207,General,200 g caster sugar
207,General,200 g light brown sugar
207,General,30 g flaked coconut
207,Buttercream,200 g unsalted butter (at room temperature)
207,Buttercream,200 g cream cheese
207,Buttercream,125 g icing sugar
208,General,"125 g unsalted butter softened, plus extra for greasing"
208,General,225 g golden caster sugar
208,General,4 large free-range eggs
208,General,1 large orange
208,General,200 g ground almonds
208,General,100 g self-raising flour
208,Lemon Icing,225 g icing sugar
208,Lemon Icing,1 lemon
209,General,200 g unsalted butter (at room temperature) plus extra for greasing
209,General,4 small oranges
209,General,4 tablespoons demerara sugar
209,General,200 g golden caster sugar
209,General,6 heaped tablespoons fine-cut marmalade
209,General,4 large free-range eggs
209,General,200 g self-raising flour
209,General,50 g ground almonds
210,General,4 large free-range egg yolks
210,General,400 ml condensed milk
210,General,5 limes
210,General,200 ml double cream
210,Crust,135 g unsalted butter
210,Crust,12 digestive biscuits
210,Crust,45 g caster sugar
211,General,20 g blanched almonds
211,General,1 vanilla pod
211,General,1 teaspoon golden caster sugar
211,General,8 tangerines
211,General,a few sprigs of fresh mint
211,General,"50 g quality dark chocolate, (70%)"
212,General,200 g plain flour
212,General,100 g butter
212,General,175 g unrefined golden caster sugar
212,General,100 g oats
212,General,400 g kiwi fruits peeled
212,General,600 g plums stoned
212,General,1-2 pieces jarred stem ginger finely chopped
212,General,1 vanilla pod seeds of
212,General,1 apple very finely sliced
213,General,"115 g butter softened to room temperature, plus extra for tin"
213,General,125 g hazelnuts
213,General,125 g sugar
213,General,4 large free-range eggs separated
213,General,1 orange zest of
213,General,30 g plain flour
213,General,125 g ricotta cheese
213,General,2 tablespoons poppy seeds
213,General,1 pinch salt
213,General,3 heaped tablespoons jam preferably apricot
213,General,50 g good-quality cooking chocolate (70% cocoa solids) finely grated
214,General,unsalted butter for greasing
214,General,"500 g mixed dried fruit such as cranberries, cherries, apricots, sultanas, raisins"
214,General,100 g dates
214,General,3 tablespoons crystallised ginger
214,General,1 orange
214,General,125 g suet
214,General,125 g plain flour
214,General,125 g caster sugar
214,General,150 g fresh breadcrumbs
214,General,2 tablespoons Vin Santo or brandy
214,General,"1 handful of chopped nuts such as pecans, Brazils, hazelnuts"
214,General,1 large free-range egg
214,General,150 ml milk
214,General,golden syrup to serve
215,General,200 g fresh pineapple
215,General,110 g unsalted butter (at room temperature) plus extra for greasing
215,General,110 g caster sugar
215,General,2 large free-range eggs
215,General,250 ml sour cream
215,General,200 g self-raising flour plus extra for dusting
215,General,¼ tesapoon bicarbonate of soda
215,General,150 g desiccated coconut
215,General,1-2 tablespoons icing sugar
216,For The Crumble,225 g plain flour
216,For The Crumble,90 g caster sugar
216,For The Crumble,1 pinch salt
216,For The Crumble,1 teaspoon powdered ginger
216,For The Crumble,115 g unsalted butter
216,For The Filling,100 g sugar
216,For The Filling,100 ml water
216,For The Filling,"4 nice ripe pears peeled, cored and cut into chunks"
216,For The Filling,5 pieces stem ginger in syrup finely chopped
216,For The Filling,"1 lime juice and zest of, plus extra for serving"
217,For The Cupcakes,250 g self-raising flour
217,For The Cupcakes,250 g caster sugar
217,For The Cupcakes,½ teaspoon bicarbonate of soda
217,For The Cupcakes,270 g unsalted butter softened
217,For The Cupcakes,4 large free-range eggs
217,For The Cupcakes,100 g peanut butter
217,For The Cupcakes,2 tablespoons whole milk
217,For The Cupcakes,¾ X 340 g jar of quality seedless raspberry jam
217,For The Peanut Crumb,100 g peanut butter
217,For The Peanut Crumb,100 g icing sugar
217,For The Buttercream Icing,300 g unsalted butter softened
217,For The Buttercream Icing,120 g peanut butter
217,For The Buttercream Icing,540 g icing sugar
217,For The Buttercream Icing,4 tablespoons whole milk
218,General,200 g dairy-free dark chocolate (at least 75% cocoa solids)
218,General,700 g silken tofu
218,General,160 g maple syrup
218,General,1 lime zest of
218,General,1 tablespoon vanilla bean paste
218,General,1 tablespoon dark rum
218,General,1 large pinch of dried chilli flakes
218,General,1 large pinch of sea salt
219,General,2 vanilla pods
219,General,1 teaspoon vanilla-bean paste
219,General,1 x 400 g tin of light coconut milk
219,General,300 ml unsweetened organic soya milk
219,General,165 g agave syrup
220,General,"300 g mixed dried fruit such as currants, golden sultanas, blueberries, cherries, sour cranberries"
220,General,300 g self-raising flour
220,General,sea salt
220,General,75 g unsalted butter plus extra for greasing
220,General,75 g suet
220,General,75 g golden caster sugar
220,General,180 ml semi-skimmed milk
220,General,50 ml brandy
221,General,350 g quality dark chocolate (70%)
221,General,250 g unsalted butter
221,General,5 large free-range eggs
221,General,250 g white caster sugar
221,General,200 ml fresh clementine juice (roughly 15 clementines)
222,General,350 g plain flour
222,General,2 teaspoons baking powder
222,General,1 teaspoon bicarbonate of soda
222,General,1 level teaspoon ground ginger plus extra for dusting
222,General,1 heaped teaspoon ground cinnamon
222,General,½ teaspoon sea salt
222,General,220 ml vegetable oil
222,General,200 g golden syrup
222,General,60 g organic soya yogurt
222,General,120 ml organic soya milk
222,General,2 pieces of stem ginger in syrup
222,For The Icing,200 g icing sugar
222,For The Icing,55 g dairy-free margarine
222,For The Icing,200 g dairy-free cream cheese
223,General,100 g sour cherries
223,General,3 tablespoons kirsch or fresh orange juice
223,General,250 ml milk
223,General,50 g unsalted butter plus extra for greasing
223,General,1 large free-range egg
223,General,2 tablespoons cherry compôte or jam
223,General,500 g strong bread flour plus extra for dusting
223,General,2 teaspoons ground cinnamon
223,General,2 heaped tablespoons cocoa powder
223,General,2 x 7 g sachets of dry yeast
223,General,75 g quality milk chocolate chips
223,General,75 g caster sugar plus extra for glaze
223,General,50 g plain flour
223,General,3 tablespoons runny honey
224,General,250 g good-quality dark chocolate (70% cocoa solids)
224,General,125 ml double cream
224,General,25 g butter
224,General,1 pinch of sea salt
224,General,1 large handful of hazelnuts bashed up
224,General,50 g good-quality cocoa powder
224,General,1 pinch of chilli powder
225,General,unsalted butter for greasing
225,General,75 g plain flour plus extra for dusting
225,General,½ teaspoon baking powder
225,General,150 g icing sugar
225,General,125 g ground almonds
225,General,3 large free-range egg whites
225,General,125 g olive oil
225,General,1 tablespoon runny honey
225,General,2 lemons
225,General,20 g flaked almonds
225,General,2 sprigs of fresh rosemary
225,Syrup,2 lemons
225,Syrup,2 sprigs of fresh rosemary
225,Syrup,100 g caster sugar
226,General,5 comice pears
226,General,1 ½ teaspoon ground cinnamon
226,General,1 teaspoon caraway seeds
226,General,70 g walnut halves
226,General,20 g pine nuts
226,General,20 g stem ginger optional
227,General,1 kg black grapes on the vine
227,General,a few sprigs of fresh thyme
227,General,1 tablespoon golden caster sugar
227,General,extra virgin olive oil
227,General,1 splash of red wine vinegar
227,General,50 g Westcombe Cheddar cheese
227,General,75 g crème fraîche
227,General,250 g Tunworth cheese (or any good Camembert-style cheese)
227,General,1 bunch of fresh sage
228,General,300 g good-quality dark chocolate (70% cocoa solids) broken into small pieces
228,General,sea salt
228,General,8 large free-range eggs
228,General,100 g caster sugar
228,General,300 ml double cream
228,Amaretto,2 tablespoons good-quality cocoa powder plus extra for dusting
228,Amaretto,2 packs sesame snaps
228,Amaretto,400 g sour cherries
229,General,"8 punnets mixed soft fruit (blackberries, raspberries, strawberries, blueberries)"
229,General,4 leaves beef gelatine
229,General,140 ml elderflower cordial
229,General,2 heaped tablespoons caster sugar
229,General,425 ml Prosecco chilled
230,General,1 vanilla pod
230,General,600 ml whole milk
230,General,4 large free-range egg yolks
230,General,2 tablespoons caster sugar
230,General,1 tablespoon cornflour
231,General,375g sweet shortcrust pastry
231,General,"1 handful cranberries fresh, defrosted or dehydrated"
231,Cranberry Jam,1 orange
231,Cranberry Jam,375g cranberries fresh or defrosted
231,Cranberry Jam,150g golden caster sugar
231,Cranberry Jam,1 star anise
231,Cranberry Jam,1/2 teaspoon ground cinnamon
231,Frangipane,1 vanilla pod or 1/2 a teaspoon vanilla paste
231,Frangipane,300g ground almonds
231,Frangipane,2 heaped tablespoons plain flour
231,Frangipane,300g golden caster sugar
231,Frangipane,250g unsalted butter
231,Frangipane,2 large eggs free-range
231,Frangipane,1 splash calvados or Cointreau
231,Optional Orange Icing,1 orange
231,Optional Orange Icing,100g icing sugar
232,General,"400 g butternut squash skin on, deseeded and roughly chopped"
232,General,350 g light soft brown sugar
232,General,4 large free-range eggs
232,General,300 g plain flour unsifted
232,General,2 heaped teaspoons baking powder
232,General,1 handful walnuts
232,General,1 teaspoon ground cinnamon
232,General,175 ml extra virgin olive oil
232,Frosted Cream Topping,1 clementine zest of
232,Frosted Cream Topping,1 lemon zest of
232,Frosted Cream Topping,½ lemon juice of
232,Frosted Cream Topping,140 ml soured cream
232,Frosted Cream Topping,2 heaped tablespoons icing sugar sifted
232,Frosted Cream Topping,lavender flowers or rose petals optional
232,Frosted Cream Topping,1 vanilla pod split lengthways and seeds scraped out
233,General,"8 pieces of stem ginger in syrup, plus 4 tablespoons syrup"
233,General,150 g unsalted butter
233,General,200 g golden syrup
233,General,100 g dark muscovado sugar
233,General,250 g self-raising flour
233,General,1 tablespoon ground ginger
233,General,1 teaspoon ground cinnamon
233,General,2 large free-range eggs
233,General,200 ml milk
233,General,100 g light muscovado sugar
234,For The Sponge,110 g caster sugar
234,For The Sponge,4 large free-range eggs
234,For The Sponge,50 g unsalted butter plus extra for greasing
234,For The Sponge,85 g plain flour
234,For The Sponge,30 g cocoa powder
234,For The Topping,100 g good-quality white chocolate
234,For The Topping,2 tablespoons milk
234,For The Topping,250 g mascarpone
234,For The Topping,30 g caster sugar
234,For The Topping,1 large free-range egg yolk
234,For The Topping,30 ml vin santo or sweet dessert wine
234,For The Topping,1 splash Tia Maria
234,For The Topping,50 ml espresso coffee
234,For The Topping,cocoa powder for dusting
234,For The Topping,"good-quality dark chocolate (70% cocoa solids) for shaving, optional"
235,General,200 g sugar
235,General,275 ml water
235,General,5 limes zest and juice of
235,General,5 lemons zest and juice of
235,General,1 small bunch fresh peppermint
236,General,500 ml almond milk
236,General,500 ml hazelnut milk
236,General,4 tablespoons sugar
236,General,4 tablespoons runny honey
236,General,500 g soya yoghurt
236,General,1 spash of amaretto optional
237,General,100 g unsalted butter plus extra for greasing
237,General,120 g chestnuts
237,General,75 g shelled pistachios
237,General,1 1/2 oranges
237,General,9 cardamom pods
237,General,1 tablespoon caraway seeds
237,General,100 ml golden syrup
237,General,150 g light soft brown sugar
237,General,225 g oats
238,General,25 g butter plus extra for greasing
238,General,285 ml milk
238,General,100 g sugar
238,General,85 g fresh white breadcrumbs
238,General,1 large lemon
238,General,2 large free-range eggs
238,General,2 tablespoons raspberry jam
239,Flavoured Butter,100 g unsalted butter softened
239,Flavoured Butter,1 large pinch ground nutmeg
239,Flavoured Butter,1 large pinch ground cinnamon
239,Flavoured Butter,1 large orange zest of
239,Pudding,8 x 1 cm slices good-quality bread
239,Pudding,9 large free-range eggs
239,Pudding,140 g caster sugar
239,Pudding,500 ml semi-skimmed milk
239,Pudding,565 ml single cream
239,Pudding,1 vanilla pod scored lengthways and seeds removed
239,Pudding,4 tablespoons good-quality fine-cut marmalade
240,General,6 medium bananas
240,General,200 g full-fat Greek yoghurt
240,General,1 good pinch ground cinnamon
240,General,2-3 tablespoons honey depending on how ripe the bananas are
240,General,50 g raisins
240,General,3 tablespoons dark rum
240,General,50 g good-quality dark chocolate (70% cocoa solids)
240,General,50 g hazelnuts
240,General,4 tablespoons dulce de leche
241,General,75 ml sunflower oil plus extra for greasing
241,General,6 tbsp ground flaxseed
241,General,1 x 400g tin of aduki beans
241,General,200 g soft light brown sugar
241,General,55 g cocoa powder
241,General,55 g ground almonds
241,General,1 tsp gluten-free baking powder
241,General,1 tsp vanilla extract
241,General,100 g dark dairy-free chocolate
241,For The Coconut Whip,200 ml coconut cream
241,For The Coconut Whip,3 tbsp icing sugar
241,For The Coconut Whip,1/2 tsp vanilla extract
242,General,1 cup fat-free natural yoghurt
242,General,1 tablespoon honey
242,General,2 oranges
242,General,2 bananas
242,General,1 apple
242,General,1 teaspoon poppy seeds
242,General,4 tablespoons sliced almonds or your favourite nuts
243,General,butter for greasing
243,General,175 g plain flour
243,General,50 g soft dark brown sugar
243,General,75 g vegetable suet
243,General,1 teaspoon bicarbonate of soda
243,General,2 teaspoons ground ginger
243,General,1 large free-range egg
243,General,1 tablespoon golden syrup plus extra for the basin
243,General,½ teaspoon vanilla extract
243,General,150 ml milk
243,General,1 small orange
244,General,1 small mango
244,General,1 small pineapple
244,General,½ a pomegranate
244,General,100 ml dark rum
244,General,4 tablespoons flaked almonds
244,General,½ tablespoon granulated sugar
244,General,1 splash of golden rum
244,General,250 g Christmas pudding or fruit cake
244,General,250 ml thick custard
244,General,120 g quality cherry jam
244,General,2 clementines
244,General,230 ml double cream
244,General,15 g dark chocolate (70%)
245,General,125 g raspberries
245,General,1 vanilla pod
245,General,3 tablespoons agave nectar
245,General,400 g plain yoghurt
246,General,8 trifle sponges or 1 Swiss roll
246,General,1 punnet strawberries
246,General,1 small wineglass Cointreau
246,General,135 g pack strawberry jelly
246,General,2 pints milk
246,General,4 teaspoons caster sugar
246,General,35 g sachet strawberry blancmange
