recipe,seq,step
132,6,"Snap the chocolate into a bowl and pour over the hot soya. Stir to combine. Add the vanilla extract and a pinch of sea salt, pour into the case, chill for 5 to 6 hours."
132,7,"To cook the rhubarb, cut into 5cm pieces and place in an ovenproof dish with 2 or 3 tablespoons of sugar, depending on how sharp the rhubarb is. Add the cordial, orange zest and juice, and cover with a cartouche (greaseproof-paper disc). "
132,8,"Bake for 20 to 25 minutes, or until soft but holding its shape. Leave to cool. Serve thin slices of the tart with the rhubarb."
133,0,Beat the butter and sugar until pale and fluffy. 
133,1,"Beat the egg and whisk in half of it (you only need half) with the vanilla extract, then stir in the flour and cocoa powder until just combined. "
133,2,"Divide the mixture in half, shape each into balls, wrap both in clingfilm, then chill for a couple of hours until the dough has firmed up. "
133,3,"Preheat the oven to 180C°/350°F/gas 4, and grease and line a baking sheet with greaseproof paper. "
133,4,"Dust a work surface with icing sugar and roll out 1 batch of dough to 5mm thick. Cut out rounds using a 5cm cutter (re-roll and cut any trimmings), then transfer the biscuits to the baking sheet. "
133,5,"Bake for 10 minutes till cooked through. Cool on the baking sheet for 10 minutes, then transfer to a wire rack to cool completely. Repeat with the second batch of dough. "
133,6,"To make the peppermint meringue filling, place the sugar, egg whites, cream of tartar and 1½ tablespoons of water in a large heatproof bowl. Beat with an electric whisk till fluffed up, about 1 minute. Place the bowl over a pan of simmering water set over the lowest heat possible, and continue to beat at high speed for 10 to 12 minutes, until stiff peaks form. Remove from the heat, add a few drops of peppermint extract and beat for 2 more minutes, until the meringue has thickened even more. "
133,7,"Fit a 1cm plain nozzle to a piping bag and fill the bag with the peppermint meringue. Pipe onto the cooled biscuits in an upward spiral, working from the outside in; leave a small border around the edge – aim for a swirl around 3-4cm tall. Place the biscuits on a tray and leave to set in the fridge while you make the chocolate topping. "
133,8,"Break the chocolate into pieces and put with 1 tablespoon of the oil in a small heatproof bowl. Gently melt the chocolate over a pan of simmering water until completely smooth and glossy. Transfer to a small, deep bowl and leave to cool at room temperature for about 10 minutes. "
133,9,"To finish the teacakes, hold the chilled biscuits by the base and gently dip the meringue into the melted chocolate, swirling so it’s completely covered. Or, place the biscuits on a wire rack with greaseproof paper underneath and drizzle over the chocolate until each biscuit is covered. Chill the biscuits for a few hours until the chocolate has completely set, and serve."
134,0,"Halve and destone the plums and place in a bowl. Strip in the rosemary leaves, sprinkle with the icing sugar and leave to macerate for half an hour."
134,1,"Meanwhile, make the frangipane. Cream the butter and caster sugar together, then beat in the eggs. Finely grate in the zest from the oranges and lemons and add the almond extract. Fold through the ground almonds and flour."
134,2,Preheat the oven to 180°C/350°F/gas 4. 
134,3,"Roll out the pastry on a floured surface to fit a 25cm x 35cm lined baking tray, going up the sides slightly. Bake in the middle of the oven for 15 minutes. "
134,4,Remove from the oven and lower the heat to 160°C/310°F/gas 2½.
134,5,"Spread the frangipane over the pastry and stud with the plums and flaked almonds. Bake for 30 minutes, then allow to cool slightly."
134,6,"Combine the icing ingredients in a bowl and mix until smooth. Drizzle over the cooled tart, then serve."
135,0,"Halve, the vanilla pod and scrape out the seeds, then place in a large pan along with 350g of the berries, the sugar and lemon juice. Bring to the boil over a medium heat. "
135,1,"Simmer for 3 to 4 minutes, or until syrupy and the berries are soft but holding their shape. Set aside to cool. "
135,2,"In a large bowl, whisk the cream to form peaks, fold through the yogurt and swirl through a third of the syrup. "
135,3,"Layer the rest of the syrup and cream in dessert glasses, garnish with syrup and fresh berries."
136,0,"Preheat the oven to 180ºC/gas 4. Line a 26cm x 37cm swiss roll tin with baking paper, making sure it is higher than sides. "
136,1,"Blitz the walnuts in a food processor until finely ground, then add the baking powder and a pinch of sea salt. "
136,2,"Separate the eggs. Use an electric beater to whisk the egg whites to firm peaks. Gradually beat in half the sugar, till glossy."
136,3,"In another bowl, whisk the egg yolks with the remaining sugar until pale and thick. Gently fold in the walnut mixture, flour and cocoa. Using a large metal spoon, fold the egg white mixture into the nut mixture, a little at a time. Spoon into the tin and bake for 25 minutes, until an inserted skewer comes out clean and the sponge is springy."
136,4,"While still warm, lay a sheet of baking paper over the sponge and flip it out of the tin. Peel off the tin lining and leave to cool for 5 to 10 minutes. Drizzle the cake with the marsala and roll from the longest edge, the paper inside. Cover with a damp cloth.Melt the chocolate in a bowl set over a pan of simmering water. Put the icing sugar in a food processor with the butter and blitz to cream. Add the slightly cooled chocolate and pulse till smooth. Place in a bowl and chill in the fridge for 30 minutes. Whisk the cream until just starting to peak and then gently stir in the chestnut purée.When the sponge is cool, unroll and spread with the cream, leave a 2cm border around the edge. Re-roll the cake, without the paper but using it as a guide. "
136,5,"Spread the chocolate icing on top. Make wood-effect with a fork, then dust with icing sugar."
137,0,"Preheat your oven to 190˚C/375˚F/gas 5. Dust a clean surface and a rolling pin with flour and roll out your puff pastry until it’s just over 0.5cm thick. This will be enough to cover the ovenproof frying pan you’ll be cooking the tarte Tatin in, leaving about 5cm extra around the edge. Put the pastry to one side for now. Peel your apples, then halve them horizontally and use a teaspoon to get rid of the seeds and core."
137,1,"Put the ovenproof pan on a medium heat and add the sugar, Calvados, vanilla seeds and pod. Let the sugar dissolve and cook until the mixture forms a light caramel. Just please remember never ever to touch or taste hot caramel, as it can burn really badly."
137,2,"Once the caramel looks and smells delicious – it should be a lovely chestnut brown – add your halved apples. Carefully stir everything in the pan and cook for about 5 minutes or until the apples start to soften and you get a toffee apple vibe happening. Add the cubed butter, then lay the pastry over the top. Quickly and carefully tuck the pastry down right into the edges – it’s best to use a wooden spoon so you don’t touch the caramel."
137,3,"Bake the tarte Tatin for about 25 to 30 minutes, or until golden, with crispy caramelly pieces bubbling up from under the edges. Take it out of the oven. To make it look like a tarte Tatin you need to turn it out, which isn't hard – but you do need to be careful with that hot caramel. So get a serving plate or board larger than your pan and put an oven glove on to protect the arm holding the board. Put the board or plate on top of the pan, then quickly, carefully and confidently turn it out. Put it to one side for a few minutes, so the caramel can cool down, then divide it up and serve with a spoonful of crème fraîche or ice cream."
138,0,Nothing says summer like strawberries and cream – the vanilla cream recipe is a sweet little touch.
138,1,"Pick out the nicest strawberries and set aside. Put the rest in a bowl and add the sugar, half the vanilla seeds and the vinegar. Squash together with the back of a fork and leave to macerate for 10–15 minutes."
138,2,"Stir the rest of the vanilla seeds into the crème fraîche. To serve, spoon a little vanilla cream in the centre of each bowl, make a well in the middle and spoon in some mushed strawberries. Halve some of the reserved strawberries and sprinkle the lot over the vanilla cream. Scatter over the mint leaves and orange zest then serve."
139,0,Preheat the oven to 180ºC/350ºF/gas 4.
139,1,"Tear off a large piece of greaseproof paper, scrunch it up under cold water, then unfold and use it to line a 20cm square baking tin.  "
139,2,"Snap the chocolate into a heatproof bowl, dice the butter and add with a pinch of sea salt. Melt over a pan of gently simmering water, stirring regularly, then remove from the heat and leave to cool slightly."
139,3,"Crack the eggs into a large bowl, then add the sugar and whisk until light, pale and fluffy."
139,4,"Sieve in the flour, followed by the cocoa. Whisk to combine, then fold through the melted chocolate. "
139,5,"Spoon the mixture into the lined tin and spread it out evenly. Bake for 25 to 30 minutes, or until crisp on the outside but slightly wobbly."
139,6,"Leave to cool in the tin for 15 minutes before slicing and serving warm – delicious with vanilla ice cream, crushed hazelnuts and caramel popcorn."
140,0,"Preheat the oven to 200ºC/400ºF/gas 6. Roll the pastry to the thickness of a pound coin. Get a 22cm loose-bottomed tart tin, line with the pastry and bake blind for 20 minutes. Set aside. "
140,1,"Lay the squash in a baking tray. Sprinkle with the nutmeg, ginger and cinnamon and drizzle with the maple syrup. Cover the tray tightly with a double layer of tinfoil and bake for 45 minutes until soft. Reduce the oven to 180ºC/350ºF/gas 4. "
140,2,"Allow the pieces of squash to cool, then scoop out the flesh. You should have about 600g of cooked squash flesh. Don't forget to scrape out the bits in the tray and the maple syrup. Put in a food processor and whiz until smooth. Transfer to a bowl. Add 2 tablespoons of the sugar and the eggs. Mix well and stir in the cream. "
140,3,"Fill the cooled tart case with the mix and bake for 45 minutes. Meanwhile, wash the stringy bits of squash off the seeds, dry them and lay them flat on a tray. Sprinkle with the remaining sugar and place in the oven with the pie for the last 10 minutes until crispy. "
140,4,"Remove the tart from the oven. Sprinkle with the seeds when cool. Serve with cream or ice cream, if you're feeling naughty."
141,0,"Prepare the prunes the night before: combine the prunes, whisky and orange juice in a bowl and leave to soak overnight."
141,1,"The next day, break up the chocolate and melt in a bowl set over a pan of simmering water, ensuring the bowl doesn’t touch the water. Remove the bowl from the heat and allow to cool. "
141,2,"Warm the cream in a pan over a low heat, then mix into the chocolate until smooth. "
141,3,"Separate the eggs and beat the egg whites and sugar with an electric whisk until fluffy. Whisk the yolks into the chocolate mixture, then gently fold this through the beaten egg whites."
141,4,"Place the prunes in the base of a deep, glass trifle dish, pressing them against the sides. Pour over the mousse and allow to set in the fridge for at least 2 to 3 hours. "
141,5,"Shave over a little extra chocolate, and serve."
142,0,Get yourself totally equipped and ready before you layer up the jellies. Give yourself a dedicated hour or two – because once you start you really can’t stop!
142,1,Create a large working area and get out lots of bowls and measuring jugs – you’ll need them. 
142,2,"Wipe the inside of your jelly mould with a tiny bit of oil. Make your first jelly layer according to packet instructions (it’s best to use a little less liquid, around 50ml, than the amount suggested to ensure the jelly is sturdy) and pour into your mould. "
142,3,"Place the jelly in the fridge for 10 to 20 minutes (this will depend on the brand; note that vege-gel jelly sets more quickly). The key to layering up the jelly is never to let the previous layer fully set. It should still be wobbly, not completely firm, or the next layer won’t stick."
142,4,"While your first layer is setting in the fridge, crack on with the next coloured jelly and pour it into your mould when the previous layer is just firm enough. "
142,5,Repeat this process – mixing up the next layer and colour of jelly while your mould is in the fridge – until you have a bonkers but beautiful layered-up jelly cake.
143,0,"In a very clean pestle and mortar, bash most of the mint leaves with the finely grated lime zest. Add the sugar, a good lug of rum and the lime juice, then mix again gently. Have a taste and add a touch more sugar if you think you need to, but bear in mind the fruit may be quite sweet. "
143,1,"Toss the fruit together in a bowl with a little of the mojito mixture, then spread it all out on a big plate. Spoon the rest of the mixture over the top, decorate with a few torn-up mint leaves and serve."
144,0,"For the pears, peel and finely grate the ginger. Split the vanilla pod and scrape out the seeds, then place it all into a pan."
144,1,"Add 400g of the sugar and 700ml of water. Bring to the boil, then simmer for a few minutes for the flavours to develop. "
144,2,"Using a spoon, carefully lower the pears into the hot liquid and simmer for 10 minutes, until tender. "
144,3,Remove the pears from the liquid and set aside to cool.
144,4,Line the base of a 25cm springform cake tin with greaseproof paper. 
144,5,"Combine the remaining 150g sugar and 100ml of water in a pan and place over a high heat, simmering for about 15 minutes until it turns a dark golden brown. "
144,6,"Stir in the butter until you get a caramel, then pour it into the cake tin. "
144,7,Cut the cooled pears into slices and carefully arrange them in the warm caramel.
144,8,Preheat the oven to 180ºC/gas 4. 
144,9,"For the cake, beat the butter and sugar with a whisk until smooth (an electric one will be best for this). "
144,10,"Add the eggs one at a time, mixing well after each one. Add the almonds and mix to combine. "
144,11,"Pour the cake mixture over the pears and bake in the oven for 30 to 35 minutes, or until firm to the touch. "
144,12,"Leave to cool in the tin, then remove and carefully flip upside down to serve."
145,0,"This pastry is perfect for making apple and other sweet pies. Even if you’ve never made pastry before, as long as you stick to the correct measurements for the ingredients and you follow the method exactly, you’ll be laughing. The one place where you can experiment is with flavouring. If you don’t fancy using lemon zest, try another dry ingredient like orange zest instead. Or a pinch of cinnamon, nutmeg or cocoa powder. Vanilla seeds are great too. Just remember to be subtle and don’t go overboard with any of these flavours!"
145,1,"Try to be confident and bring the pastry together as quickly as you can – don’t knead it too much or the heat from your hands will melt the butter. A good tip is to hold your hands under cold running water beforehand to make them as cold as possible. That way you’ll end up with a delicate, flaky pastry every time."
145,2,"Sieve the flour from a height on to a clean work surface and sieve the icing sugar over the top. Using your hands, work the cubes of butter into the flour and sugar by rubbing your thumbs against your fingers until you end up with a fine, crumbly mixture. This is the point where you can spike the mixture with interesting flavours, so mix in your lemon zest."
145,3,"Add the eggs and milk to the mixture and gently work it together till you have a ball of dough. Flour it lightly. Don’t work the pastry too much at this stage or it will become elastic and chewy, not crumbly and short. Flour your work surface and place the dough on top. Pat it into a flat round, flour it lightly, wrap it in clingfilm and put it into the fridge to rest for at least half an hour."
146,0,Preheat the oven to 170ºC/325ºF/gas 5. Grease a 1.5 litre loaf tin with dairy-free margarine and line with greaseproof paper.
146,1,"Sieve the flour into a food processor, then add all the remaining ingredients (except the bananas). Blitz well until combined. "
146,2,"Peel the bananas, roughly mash in a bowl, then add to the food processor. Pulse briefly to combine, then scrape the mixture into the prepared loaf tin. "
146,3,"Place the tin and bake for 50 to 55 minutes, or until golden and an inserted skewer comes out clean. "
146,4,"Leave to cool slightly in the tin, then turn it out onto a wire rack to cool completely. Enjoy with a drizzle of honey and a few extra slice of banana, if you like."
147,0,Grease a 1.5 litre pudding bowl with butter. 
147,1,"Destone your dates, then, by hand or in a food processor, finely chop the flesh with the apricots, pecans, ginger and rosemary leaves. Place it all in a mixing bowl with the cranberries, raisins, suet, flour, breadcrumbs and milk. Crack in the egg, finely grate in the clementine zest, squeeze in the juice and mix it all together really well."
147,2,"Tip the mixture into the greased bowl and cover with a single layer of greaseproof paper and a double layer of tin foil. Tie a piece of string around the bowl to secure them in place and make it watertight, then sit it in a large, deep saucepan and pour in enough water to come halfway up the sides of the bowl. "
147,3,"Bring the water to the boil, cover the pan with a tight-fitting lid, and reduce to a simmer for 4 hours. Check the water regularly, and keep topping it up with boiling water, if needed."
147,4,"When the time’s up, lift out the bowl, remove the foil and paper, then carefully turn the pudding out on to a plate ready to serve, or leave to cool and reheat just before you need it. "
147,5,"You can either drizzle it with golden syrup and a swig of Bourbon – gorgeous – or be a bit more flamboyant and gently heat a good few swigs of Bourbon just to warm it, then strike a match to the pan (stand back!), let it flame, and carefully pour it over your pudding. "
147,6,"Present it to your guests and sing some Christmassy songs, then when the flame subsides drizzle with golden syrup. Serve with cream, custard or even ice cream."
148,0,"Cube 200g of the butter and pulse in a food processor with 400g of the flour, until it resembles fine breadcrumbs. "
148,1,"Pulse in the icing sugar and 2 eggs, then bring it together with a splash of milk. "
148,2,"Form the dough into a ball, wrap in clingfilm and chill in the fridge for 20 minutes."
148,3,Preheat your oven to 180ºC/gas 4. Grease a 30cm pie dish with butter.
148,4,"Roll out the dough to a 40cm circle, then place into the pie dish, firming it in place."
148,5,"Prick all over with a fork, cover with greaseproof paper, fill with baking beans and pop in the oven to blind bake for 10 to 15 minutes, or until cooked."
148,6,"Crack the remaining eggs into a bowl with the vanilla, cornflour, milk and yoghurt. Add 200g of the caster sugar, 1 tablespoon of the remaining flour and 1 pinch of sea salt. Whisk until combined and leave to one side."
148,7,"Drain and arrange the peaches in the bottom of the baked pastry case, then pour over the custard. "
148,8,"Return to the oven and bake for about 40 minutes, or until the custard is set to the touch but still has a slight wobble. Cover the pastry edge with foil if it colours too quickly."
148,9,"Make the crumble topping. In a bowl, rub the remaining 25g of butter and 90g of flour with your fingers until it resembles breadcrumbs, then stir in the remaining 75g of sugar. "
148,10,"Sprinkle over the pie and return to the oven for a further 15 minutes, or until golden. Leave to cool completely before dusting with icing sugar and serving."
150,0,"As a child I always thought that a simple fruit option for dessert was flippin' boring and it never excited me in the slightest. But I now realize it was because no one did anything remotely exciting with the fruit. This recipe, however, I would definitely have enjoyed as a kid. It's one of those combinations that just explodes in your mouth and you can't get enough of it. Once you try it, you'll never forget it."
150,1,"Buy yourself a ripe pineapple. It should smell slightly sweet and you should be able to remove the leaves quite easily. Cut both ends off and peel the skin with a knife, removing any little black bits. Then cut the pineapple into quarters and remove the slightly less tasty core, which I usually discard or suck on while preparing the rest of the dish. Finely slice your quarters, lengthways, as thin as you can. Lay out flat in one or two layers on a large plate. Don't refrigerate this – just put it to one side."
150,2,"Take the plate to the table after dinner with a pot of yoghurt that can be passed round, then return with a pestle and mortar with the sugar in it. Your family or guests will probably think you've gone mad, especially if you ignore them while you do this, but pick the mint leaves and add them to the sugar. Bash the hell out of it in the pestle and mortar at the table. You'll see the sugar change colour and it will smell fantastic. It normally takes about a minute to do if you've got a good wrist action. Sprinkle the mint sugar over the plate of pineapple – making sure you don't let anyone nick any pineapple before you sprinkle the sugar over. What a fantastic thing. If you have any leftovers, you could always make a piña colada with them."
151,0,Preheat the oven to 170°C/325°F/gas 3. 
151,1,"Spread the walnuts out on a baking tray and toast gently in the oven for 5 minutes, or until they smell fantastic. "
151,2,"Meanwhile, quickly peel and mash up the bananas, so you’ve got a mixture of smooth and chunky."
151,3,"Cream the butter and sugar together in a food processor (or by hand), until smooth and pale. Beat in the eggs one by one, scraping the sides as you go so everything gets mixed together, then spoon into a large bowl. "
151,4,"Tip the toasted walnuts onto a board, then quickly run a knife through them, leaving some halved and others fairly fine so you get a good range of textures. "
151,5,"Add the mashed bananas and chopped walnuts to the bowl, then sift in the flour, baking powder, bicarbonate of soda, cinnamon and a pinch of sea salt. Mix to a smooth batter."
151,6,"Tear off 1 metre of greaseproof paper, scrunch it and wet under a tap. Drizzle a little olive oil over both sides and rub that in, then push the scrunched greaseproof into a 1-litre loaf tin, getting it right down into the corners (it’s ok if it’s a bit scruffy). "
151,7,"Transfer the batter to the prepared tin and cook on the middle shelf in the oven for 1 hour, or until cooked through. To test if it's cooked, poke a skewer into the middle – if it comes out clean, it's done, if not cook for another few minutes."
151,8,"While the loaf bakes, make the chocolate butter. Snap the chocolate into a heatproof bowl and melt slowly over a pan of gently simmering hot water. "
151,9,"Once melted, remove from the heat, and finely grate in the orange zest. Stir to combine, then leave to cool slightly."
151,10,"Cream the butter and icing sugar together, then beat in the cooled chocolate. Once you’ve got a nice even mixture, transfer it to a little pot or a cute butter dish and sprinkle on a tiny pinch of sea salt from a height to give it a little salty kick. "
151,11,"Either put in the fridge to set for a few hours, or serve right away spread on a slice of warm banana loaf. Keep any leftover chocolate butter in a jar in the fridge for another day, and just take it out of the fridge to soften before serving."
152,0,"Crack the egg into a large mixing bowl, add the cup of flour and the baking powder (if using), then fill the same cup with milk and add that too, with a tiny pinch of sea salt."
152,1,"Whisk until smooth, then mix in the coconut."
152,2,"Halve the pomegranate, then holding each half cut-side down in your fingers, bash with the back of a spoon so all the seeds tumble out into a bowl. Fill the bowl with water and pick out any white bits that float to the top, then drain."
152,3,"Melt half the butter in a large non-stick frying pan on a medium heat. Once it starts to bubble, spoon pancake batter into the pan so it is roughly the size of an orange – you should be able to cook 2 to 3 pancakes at a time."
152,4,"Cook the pancakes for 1 to 2 minutes, or until little bubbles rise up to the top, then flip them carefully with a heatproof spatula. Cook for another minute or so, or until golden on both sides."
152,5,"Transfer to a plate and cover with tin foil to keep warm. Carefully wipe the pan clean with kitchen paper, then add the remaining butter and keep going until all the batter is used up."
152,6,"To serve, top the coconut pancakes with a spoonful of yoghurt and some pomegranate seeds. Finely grate over the lime and orange zest, then dig in!"
153,0,"Melt the chocolate in a heatproof bowl over a pan of gently simmering water, then remove to cool for 10 minutes. "
153,1,"Meanwhile, simmer the cherries and their syrup in a non-stick frying pan on a medium heat until thick, then remove."
153,2,Whip the cream to very soft peaks. 
153,3,"Separate the eggs, add the yolks to the cream with the sugar, and whisk to combine. "
153,4,"Add a pinch of sea salt to the whites and, with a clean whisk, beat until super-stiff. "
153,5,"Fold the cooled chocolate into the cream, then very gently fold that through the egg whites with a spatula."
153,6,"Divvy up the mousse between six glasses or bowls, interspersing the cherries and syrup throughout, and finishing with a few nice cherries on top."
154,0,"Preheat your oven to 180ºC/350ºF/gas 4. Put the dates in a bowl with the bicarbonate of soda and cover with 200ml/7fl oz of boiling water. Leave to stand for a couple of minutes to soften, then drain. Whiz the dates in a food processor until you have a purée. Meanwhile, cream your butter and sugar until pale using a wooden spoon, and add the eggs, flour, mixed spice, cinnamon and Ovaltine. Mix together well, then fold in the yoghurt and your puréed dates. Pour into a buttered, ovenproof dish and bake in the preheated oven for 35 minutes."
154,1,"While the pudding is cooking, make the toffee sauce by putting the butter, sugar and cream in a pan over a low heat until the sugar has dissolved and the sauce has thickened and darkened in colour. To serve, spoon out the pudding at the table and pour over the toffee sauce."
155,0,"Preheat the oven to 180ºC/350ºF/gas 4, and grease and line the base of a 23cm square cake tin. "
155,1,Core and coarsely grate 2 of the apples and finely slice the remaining apple.
155,2,"Melt 85g of the sugar and the margarine in a pan, then pour into the prepared tin. Top with the sliced apple in a single layer."
155,3,"Combine the flour, 110g of sugar, the bicarbonate of soda and mixed spice in a bowl. In a separate bowl, combine the oil, 180ml water, the vinegar, grated apple and lemon zest. Mix the dry ingredients with the wet, quickly but thoroughly. "
155,4,"Roughly chop and stir in the walnuts, then pour over the layer of apples in the cake tin. "
155,5,"Bake for 30 minutes, or until a skewer comes out clean. Leave the cake to cool for 5 minutes before turning out."
156,0,"First and foremost, brilliant scones are about having the confidence to do as little as possible, so do what I say and they’ll be really great; and the second and third time you make them you'll get the dough into a solid mass even quicker, even better."
156,1,"Put the dried fruit into a bowl and pour over just enough orange juice to cover. Ideally, leave it for a couple of hours. Preheat the oven to 200°C/400°F/gas 6. "
156,2,"Put your butter, flour, baking powder, sugar and a good pinch of sea salt into a mixing bowl and use your thumbs and forefingers to break up the butter and rub it into the flour so you get little cornflake-sized pieces. Make a well in the middle of the dough, add the eggs and milk, and stir it up with a spatula. "
156,3,"Drain your soaked fruit and add that to the mixture. Add a tiny splash of milk if needed, until you have a soft, dry dough. Move it around as little as possible to get it looking like a scruffy mass – at this point, you’re done. Sprinkle over some flour, cover the bowl with clingfilm and pop it into the fridge for 15 minutes."
156,4,"Roll the dough out on a lightly floured surface until it’s about 2 to 3cm thick. With a 6cm round cutter or the rim of a glass, cut out circles from the dough and place them upside down on a baking sheet – they will rise better that way (so they say). Re-roll any offcuts to use up the dough. "
156,5,"Brush the top of each scone with the extra milk or some melted butter and bake in the oven for 12 to 15 minutes, or until risen and golden. At that point, take them out of the oven and leave them to cool down a little. "
156,6,Serve with clotted cream and a little jam or lemon curd.
157,0,"Preheat your oven to 110ºC/225ºF/gas ¼. Lay your figs, cut-side up, in a baking tray. Using a fine grater, zest your clementines over the figs then dust the figs with a sprinkling of cinnamon and a teaspoon of sugar. "
157,1,"Pop the figs in the oven to bake for 4 hours, checking on them every hour or so. When they come out of the oven you’ll have semi-dehydrated figs, which will be a bit like wine gums. "
157,2,"A really nice way of using them at Christmas is to turn them into a bit of a gift by popping a stack of them in a sterilised jar, covering them completely with honey then sealing the jar with an airtight lid. They’ll be beautiful as part of a cheese platter, baked in a tart, a sticky toffee pud, or even thrown into a roasting tray with some pork or other meat for a bit of added sweetness. Give them to your mates when you go round to theirs for dinner. They’ll love getting something unique, especially when you explain all the different things they can do with them."
158,0,Preheat the oven to 220°C/425°F/gas 7. Line a baking tray with greaseproof paper. 
158,1,"Blitz the almonds in a food processor until nice and fine. With the processor still running, add the cream, icing sugar, 1 egg and a pinch of sea salt until combined, stopping to scrape down the sides with a spatula, if needed."
158,2,"Halve the pastry, shape into two rounds and, working quickly, dusting with icing sugar as you go to stop the pastry sticking, roll out between two sheets of greaseproof paper until they’re just under ½cm thick. "
158,3,"Place one round on the lined tray. Spread the almond paste on top, leaving a 2cm gap at the edges. Put the other round on top and gently push together. Quickly seal the edges with the back of a fork. Eggwash the top, then dust over an extra layer of sugar."
158,4,"Gently push your finger into the middle of the pastry, then, with a sharp knife, very delicately make little lines from the centre to the outside. "
158,5,"Bake on the bottom of the oven for 12 to 15 minutes, or until puffed up and golden, dusting with a little extra icing sugar before dishing up."
159,0,Preheat the oven to 180ºC/gas 4. Line a 20cm square baking tin (or the equivalent) with greaseproof paper.
159,1,Melt the butter and dark chocolate in a bowl over a saucepan of simmering water (don’t let the bowl touch the water). 
159,2,"Destone the cherries and roughly chop them along with the pecans. Stir into the melted chocolate, then take off the heat."
159,3,"In another bowl, add the sugar, then sift in the cocoa powder, flour and baking powder. Add to the melted chocolate mixture and stir till well combined. "
159,4,Beat the eggs and mix in. Roughly chop and stir through the milk or dark chocolate (if using).
159,5,"Transfer the mixture to the tin, then bake in the oven for 15 to 20 minutes. You want them a little gooey in the middle. "
159,6,"Remove from the oven and cool in the tray, before cutting into squares."
160,0,Get the ice cream out of the freezer so it can soften a little while you get things ready. 
160,1,"Line a 2 litre pudding bowl with three layers of clingfilm. Use a serrated knife to slice four 2cm-thick rounds off your panettone, then cut them in half. You’ll have some panettone left over, so keep this for another day. "
160,2,"Arrange six of your panettone slices in a single layer around the inside of the bowl, pushing them down if they overlap. Drizzle some of the Vin Santo on to the panettone so it soaks in, then use the back of a spoon to spread the jam all over it. "
160,3,"Drain the cherries, and thinly slice the glacé clementines. Finely grate the fresh clementine zest and put aside, then peel and finely slice the clementine into rounds. "
160,4,"Spoon one tub of ice cream into the bowl, spreading it around in a thick layer. Sprinkle in the pistachios, cherries and glacé fruit, then layer on the clementine slices. "
160,5,"Add the other tub of ice cream. Spread it out, working quickly so the ice cream doesn’t completely melt. Put the remaining two panettone slices on top of the ice cream."
160,6,"Drizzle over the rest of the Vin Santo, then cover the bowl tightly with clingfilm. Press a plate down on top to push and compact everything down, pop a weight on, then freeze overnight, or until needed. "
160,7,"Around 20 minutes before you want to serve it, unwrap your amazing winter bombe, carefully turn it out on to a beautiful serving dish, then leave to thaw slightly (I tend to transfer my bombe from the freezer to the fridge just before serving up the main to give it a head start). "
160,8,"Snap up the chocolate, place in a heatproof bowl with the butter over a pan of gently simmering water on a low heat, and leave to melt. "
160,9,"Once nicely melted, stir in the reserved clementine zest, then pour the chocolate over the pudding so it oozes down the sides and looks super-tempting and delicious. Serve up any extra sauce in a little jug."
161,0,"For me (and Italians would kill me for saying this), tiramisù is the coolest trifle in the world. The Venetians don’t really have many desserts, but this is a classic. It’s usually dead simple and all about the sponge, the coffee and the cream, but I think chocolate and coffee are such good friends that you’ve got to get a bit of chocolate in there. I’ve also used egg whites, which isn’t traditional, but they make it lovely and light and spread the mascarpone about so it’s not so rich."
161,1,"Put a glass bowl over a pan of gently simmering water, making sure the water doesn’t touch the base of the bowl. Put 200g of the chocolate into the bowl, keeping the remaining 50g in one piece. Add the diced butter and a pinch of salt, and leave for 5 minutes or so until melted and combined. Help it along by giving it a stir every now and then."
161,2,"Meanwhile, line a large, deep bowl or round earthenware dish (about 30cm in diameter and 12cm deep) with the sponge fingers, then carefully pour over the hot sweetened coffee. Add a couple of swigs of vin santo to your melted chocolate, stir it through, then drizzle all over the sponge fingers. Use a spatula to carefully smooth it out to the edges so you’ve got a nice even layer. Put it to one side to cool."
161,3,"Separate your eggs, putting the whites into one bowl and the yolks into another. Add the sugar to the yolks with another swig of vin santo (if you’re feeling naughty!), and whisk with an electric whisk on the highest setting for about 5 minutes, or by hand, until all the sugar has dissolved and the yolks are pale and fluffy. Mix in the mascarpone and the zest of 1 orange."
161,4,"Clean and dry your whisk, and whisk the whites with a pinch of salt until they form stiff peaks – they should be a similar consistency to the yolk and mascarpone mixture, and should hold their shape when you lift the beaters from the bowl."
161,5,"Using a large metal spoon, add a spoonful of your whites to the yolk mixture and gently fold them in, then fold through the rest of the whites. Spoon and smooth this creamy mixture on top of your chocolate layer."
161,6,"Scatter the finely bashed-up coffee beans over the top. Using a sharp knife or a speed peeler, carefully shave over your remaining chocolate. Finely grate over the zest from half your remaining orange. Pop the tiramisù into the fridge for 2 hours to set."
162,0,Line the base of a 22cm round tin or a 20cm square cake tin with rice paper. 
162,1,Toast the nuts in a dry pan and add to a bowl. Chop and stir in the candied peel along with the flour. 
162,2,Preheat the oven to 150ºC/300ºF/gas 2. 
162,3,"Blitz the figs in a food processor, then transfer to a saucepan with 1 splash of the booze, the honey and sugar. In a pestle and mortar, bash the cardamom pods, remove the seeds and crush, then add to the pan with the cinnamon, cloves and a good grating of nutmeg. "
162,4,"Bring to the boil and simmer for 5 to 8 minutes, then pour onto the nut mixture. Mix well, adding a splash of booze if it’s very dry. "
